MS SubClass,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Alley_None,Alley_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,Misc Feature_None,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,HouseAge,TotalSF,TotalBath,IsRemod,OverallScore,PorchSF
60,0.2705479452054794,0.05839250734573946,1,6,5,1997,1998,0.0,3,3,4,3,1,1,0.0,1,0.0,0.44907856450048494,0.288833437305053,5,0.16982214572576015,0.3729372937293729,0.0,0.3643144004589787,0.0,0.0,2,1,3,1,3,7,8,1,3,0.9048482102401451,3,2.0,0.3158602150537635,3,3,2,0.0,0.04851752021563342,0.0,0.0,0.0,0.0,0,0.0,7,2008,181000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.08088235294117647,0.4658464149342384,0.24999999999999997,1,0.3258426966292135,0.025280898876404494
60,0.1780821917808219,0.060504407443682656,1,6,5,1998,1998,0.0,3,3,4,3,1,1,0.0,1,0.0,0.451988360814743,0.2907049282595134,4,0.17154331612162937,0.38558855885588555,0.0,0.37263339070567986,0.0,0.0,2,1,3,1,3,7,8,1,3,0.9053013140009062,3,2.0,0.30913978494623656,3,3,2,0.0,0.05256064690026954,0.0,0.0,0.0,0.0,0,0.0,4,2008,183000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.07352941176470588,0.4732711073398388,0.24999999999999997,0,0.3258426966292135,0.0273876404494382
60,0.14726027397260272,0.041013712047012735,1,6,5,1995,1996,0.0,3,3,4,3,1,6,0.11648936170212766,1,0.0,0.26867119301648884,0.24111041796631316,4,0.1259323006310958,0.48679867986798675,0.0,0.3798049340218015,1.0,0.0,2,1,3,1,3,8,8,1,3,0.9039420027186226,3,2.0,0.2896505376344086,3,3,2,0.15730337078651685,0.11320754716981132,0.0,0.0,0.0,0.0,0,0.0,6,2008,188000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.09558823529411764,0.44484514212982607,0.41666666666666663,1,0.3258426966292135,0.21629213483146068
60,0.14726027397260272,0.05834965719882468,1,7,5,1994,1996,0.0,4,3,4,3,1,1,0.0,1,0.0,0.3452958292919496,0.22208359326263255,5,0.2157200229489386,0.44499449944994496,0.0,0.44779116465863456,0.0,0.0,2,1,3,1,4,7,8,1,3,0.9034888989578613,3,2.0,0.2748655913978495,3,3,2,0.10042134831460674,0.06199460916442049,0.0,0.0,0.0,0.0,0,0.03225806451612903,10,2008,194500,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.10294117647058823,0.48218073822655916,0.24999999999999997,1,0.3820224719101123,0.1327247191011236
60,0.14726027397260272,0.07815254652301665,1,6,5,1991,1991,0.12125,3,3,4,3,1,5,0.2680851063829787,1,0.0,0.16100872938894278,0.2607610729881472,4,0.1483075157773953,0.47194719471947194,0.0,0.3944348823866896,1.0,0.0,2,1,3,1,4,7,8,0,0,0.9021295876755777,3,2.0,0.2795698924731183,3,3,2,0.0,0.05390835579514825,0.0,0.0,0.0,0.0,0,0.0,9,2008,185000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.125,0.46902842596521,0.41666666666666663,0,0.3258426966292135,0.028089887640449437
120,0.06506849315068493,0.020635406464250734,1,8,5,1988,1989,0.0,4,3,4,3,2,6,0.40797872340425534,1,0.0,0.22356935014548981,0.3830318153462258,4,0.25645438898450945,0.0,0.0,0.25645438898450945,1.0,0.0,2,0,2,1,4,5,8,1,4,0.9007702763932941,3,2.0,0.31720430107526887,3,3,2,0.11797752808988764,0.16172506738544476,0.0,0.0,0.0,0.0,0,0.0,10,2008,189000,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.14705882352941177,0.45014849384811195,0.33333333333333337,1,0.4382022471910112,0.20224719101123595
120,0.1506849315068493,0.02846474045053869,2,8,5,1989,1989,0.0,4,3,4,3,4,6,0.1696808510638298,1,0.0,0.49369544131910764,0.4170305676855895,4,0.2877223178427997,0.0,0.0,0.2877223178427997,1.0,0.0,2,0,2,1,4,5,8,1,3,0.9012233801540553,2,2.0,0.31048387096774194,3,3,2,0.0,0.09838274932614556,0.15217391304347824,0.0,0.0,0.0,0,0.0,4,2008,188500,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.13970588235294118,0.4963937208315655,0.33333333333333337,0,0.4382022471910112,0.15941011235955055
60,0.1917808219178082,0.060590107737512236,1,9,5,2005,2007,0.153125,4,3,4,4,1,1,0.0,1,0.0,0.5441319107662463,0.34996880848409234,5,0.22948938611589215,0.7535753575357536,0.0,0.6224899598393574,0.0,0.0,2,1,4,1,5,11,8,1,4,0.9084730403262348,3,3.0,0.4408602150537635,3,3,2,0.10112359550561797,0.05256064690026954,0.0,0.0,0.0,0.0,0,0.0,6,2008,325000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.022058823529411763,0.6983453542638948,0.24999999999999997,1,0.4943820224719101,0.12851123595505617
20,0.14726027397260272,0.1831537708129285,1,6,2,1952,1952,0.0,3,3,3,3,1,1,0.0,1,0.0,0.7914645974781765,0.5090455396132252,3,0.32702237521514627,0.0,0.0,0.32702237521514627,0.0,0.0,1,0,3,1,3,7,6,2,4,0.8844585410058904,1,2.0,0.3326612903225807,3,3,2,0.0,0.0,0.14229249011857706,0.0,0.0,0.0,0,0.04838709677419355,5,2008,115000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.4117647058823529,0.5880356385235469,0.0,0,0.12359550561797752,0.10112359550561797
120,0.13356164383561642,0.04173604309500489,1,9,5,2007,2007,0.11125,5,3,5,3,4,6,0.55,1,0.0,0.32783705140640157,0.5333749220212103,5,0.3947217441193345,0.0,0.0,0.3947217441193345,1.0,0.0,2,0,2,1,5,6,8,1,4,0.9093792478477571,2,2.0,0.37432795698924737,3,3,2,0.1095505617977528,0.0646900269541779,0.0,0.0,0.0,0.0,0,0.0,7,2008,334000,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.007352941176470588,0.6546457361052185,0.33333333333333337,0,0.4943820224719101,0.14325842696629212
20,0.14726027397260272,0.28146425073457393,1,6,5,1950,1950,0.0275,3,3,3,3,1,1,0.0,1,0.0,0.7216294859359845,0.4641297567061759,4,0.3310384394721744,0.0,0.0,0.3310384394721744,0.0,0.0,2,1,3,1,3,6,8,1,3,0.8835523334843679,2,2.0,0.49596774193548393,3,3,2,0.0,0.0,0.17786561264822134,0.0,0.0,0.0,0,0.0,7,2008,133000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.4264705882352941,0.5604582095884599,0.24999999999999997,0,0.3258426966292135,0.12640449438202248
60,0.08561643835616438,0.11780117531831535,1,7,6,1986,1991,0.076875,3,4,4,3,1,1,0.0,1,0.0,0.3836081474296799,0.24672489082969432,4,0.2587492828456684,0.47139713971397135,0.0,0.5045897877223178,0.0,0.0,2,1,3,1,3,7,8,1,3,0.8998640688717716,3,2.0,0.364247311827957,3,3,2,0.2556179775280899,0.0849056603773585,0.0,0.0,0.0,0.0,0,0.0,11,2008,215000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.16176470588235295,0.5409418752651676,0.24999999999999997,1,0.4606741573033708,0.29985955056179775
20,0.14383561643835613,0.06966209598432908,1,7,6,1988,1988,0.06375,4,3,4,4,2,6,0.5228723404255319,1,0.0,0.3355965082444229,0.5224578914535246,5,0.3884107860011474,0.0,0.0,0.3884107860011474,1.0,0.0,2,0,2,1,5,6,8,1,5,0.9007702763932941,2,2.0,0.3548387096774194,3,3,2,0.0,0.0646900269541779,0.0,0.0,0.24479166666666666,0.0,0,0.0,6,2008,226500,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.14705882352941177,0.6425540941875265,0.33333333333333337,0,0.4606741573033708,0.1327247191011236
20,0.19520547945205474,0.06605044074436826,1,6,6,1981,1981,0.13125,3,4,4,3,1,6,0.3127659574468085,2,0.14941022280471822,0.2938894277400582,0.44354335620711166,3,0.3121055651176133,0.0,0.0,0.3121055651176133,0.0,0.0,2,0,3,1,4,7,8,1,3,0.8975985500679656,3,2.0,0.38709677419354843,3,3,2,0.19382022471910113,0.0,0.0,0.0,0.0,0.0,0,0.0,6,2008,175500,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.19852941176470587,0.5324565125159101,0.16666666666666666,0,0.3932584269662921,0.19382022471910113
20,0.20205479452054792,0.05830680705190988,1,7,7,1983,1983,0.10875,4,3,4,3,2,6,0.3973404255319149,1,0.0,0.24878758486905916,0.3930131004366812,3,0.2656339644291451,0.0,0.0,0.2656339644291451,1.0,0.0,2,0,3,1,3,6,8,0,0,0.898504757589488,1,2.0,0.40188172043010756,3,3,2,0.10674157303370786,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2008,181900,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.1838235294117647,0.463725074246924,0.33333333333333337,0,0.5393258426966292,0.10674157303370786
20,0.11986301369863013,0.10565009794319294,1,7,5,1978,1978,0.239375,4,4,4,3,1,6,0.6414893617021277,3,0.1218872870249017,0.3181377303588749,0.6388022457891454,3,0.49627079747561675,0.0,0.0,0.49627079747561675,1.0,0.0,2,0,3,1,4,7,8,2,2,0.8962392387856819,3,2.0,0.3696236559139785,3,3,2,0.1404494382022472,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2008,235000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.22058823529411764,0.8014425116673738,0.33333333333333337,0,0.3820224719101123,0.1404494382022472
20,0.2191780821917808,0.08049706170421154,1,7,5,1979,1979,0.12125,4,3,4,2,1,5,0.4595744680851064,2,0.2942332896461337,0.2274490785645005,0.5558328134747349,3,0.4153757888697648,0.0,0.0,0.4153757888697648,0.0,1.0,2,0,3,1,4,6,8,1,3,0.8966923425464431,3,2.0,0.3702956989247312,3,3,2,0.3279494382022472,0.0,0.0,0.0,0.0,0.0,0,0.0,3,2008,220000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.21323529411764705,0.6851930420025456,0.24999999999999997,0,0.3820224719101123,0.3279494382022472
60,0.20205479452054792,0.06688907933398629,1,6,7,1977,1995,0.265,3,4,4,4,1,5,0.4765957446808511,1,0.0,0.2104752667313288,0.4148471615720524,3,0.3465289730349971,0.7315731573157316,0.0,0.7280550774526677,1.0,0.0,2,1,4,1,3,11,8,1,3,0.8957861350249208,3,2.0,0.415994623655914,3,3,2,0.38623595505617975,0.38005390835579517,0.0,0.0,0.0,0.0,0,0.0,7,2008,272000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.22794117647058823,0.8205345778532032,0.41666666666666663,1,0.4606741573033708,0.5842696629213483
20,0.2363013698630137,0.07203721841332027,1,6,5,1976,1976,0.388125,3,3,4,3,1,5,0.4734042553191489,3,0.031454783748361734,0.13239573229873908,0.3777292576419214,3,0.25157773952954676,0.0,0.0,0.25157773952954676,1.0,0.0,2,0,3,1,4,6,8,1,1,0.8953330312641595,3,2.0,0.30981182795698925,3,3,2,0.0,0.0,0.0,0.3425196850393701,0.0,0.0,0,0.0,11,2008,161000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.23529411764705882,0.4429359355112431,0.33333333333333337,0,0.3258426966292135,0.12219101123595505
20,0.20205479452054792,0.08760406464250733,1,5,6,1977,1977,0.0,3,3,4,3,3,5,0.40797872340425534,2,0.06094364351245085,0.12900096993210475,0.3512164691203993,3,0.2271944922547332,0.0,0.0,0.2271944922547332,0.0,1.0,2,0,3,1,5,6,8,0,0,0.8957861350249208,2,2.0,0.3629032258064516,3,3,2,0.12640449438202248,0.0,0.0,0.0,0.0,0.0,0,0.0,3,2008,175000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.22794117647058823,0.4068731438268986,0.24999999999999997,0,0.3258426966292135,0.12640449438202248
